customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00992,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.3,255.92,No
CUST-00993,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,97.99,501.09,No
CUST-00994,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),29.73,1080.87,No
CUST-00995,Male,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),56.04,18.0,Yes
CUST-00996,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,60.26,1076.52,No
CUST-00997,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.95,1239.8,No
CUST-00998,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,71.75,884.66,No
CUST-00999,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.96,3001.99,No
CUST-01000,Female,0,Yes,No,36,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,37.74,1408.74,No
CUST-01001,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.38,1770.38,Yes
CUST-01002,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.27,562.2,No
CUST-01003,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,66.42,1649.79,No
CUST-01004,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,141.54,Yes
CUST-01005,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.33,1090.56,Yes
CUST-01006,Female,0,No,Yes,0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,56.25,18.0,Yes
CUST-01007,Male,0,No,No,37,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.86,2950.1,Yes
CUST-01008,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.4,1103.02,No
CUST-01009,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.97,1421.57,Yes
CUST-01010,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,190.49,No
CUST-01011,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.88,661.73,No
CUST-01012,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,72.19,1314.33,No
CUST-01013,Male,0,No,No,21,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,104.39,2166.26,No
CUST-01014,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),53.35,4137.3,No
CUST-01015,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,56.39,2155.33,Yes
CUST-01016,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,95.38,928.52,Yes
CUST-01017,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,90.89,1939.63,No
CUST-01018,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,61.73,1229.09,No
CUST-01019,Male,0,No,No,50,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.48,3359.49,Yes
CUST-01020,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,76.96,4405.46,No
CUST-01021,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,181.22,No
CUST-01022,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.76,5516.43,No
CUST-01023,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),70.0,456.62,Yes
CUST-01024,Female,0,No,No,46,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,65.14,3277.65,No
CUST-01025,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.08,527.54,Yes
CUST-01026,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,39.31,478.14,Yes
CUST-01027,Male,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.66,4245.54,Yes
CUST-01028,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,1332.97,No
CUST-01029,Male,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,62.39,4060.14,No
CUST-01030,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.11,391.03,No
CUST-01031,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),99.86,1819.1,Yes
CUST-01032,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,101.5,4164.72,Yes
CUST-01033,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.07,18.0,Yes
CUST-01034,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.38,104.18,No
CUST-01035,Female,1,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.83,18.0,Yes
CUST-01036,Female,0,Yes,No,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.64,7804.94,No
CUST-01037,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.04,4076.16,No
CUST-01038,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.76,1374.2,No
CUST-01039,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.35,418.07,No
CUST-01040,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,57.08,No
CUST-01041,Female,0,No,No,24,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),71.23,1740.06,No
CUST-01042,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.2,4997.66,No
CUST-01043,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.52,1673.79,No
CUST-01044,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,51.79,743.12,No
CUST-01045,Male,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,42.54,973.86,No
CUST-01046,Male,1,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.43,1327.24,No
CUST-01047,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,101.48,2429.08,No
CUST-01048,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,68.74,4646.34,No
CUST-01049,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.37,18.0,No
CUST-01050,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.72,2829.39,No
CUST-01051,Male,1,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),51.38,1639.47,No
CUST-01052,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,2716.74,Yes
CUST-01053,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),112.68,3111.52,No
CUST-01054,Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.25,23.45,No
CUST-01055,Male,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.63,138.89,Yes
CUST-01056,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.84,6538.47,No
CUST-01057,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.46,218.64,Yes
CUST-01058,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),103.28,7510.22,No
CUST-01059,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,675.55,Yes
CUST-01060,Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),86.3,1546.55,No
CUST-01061,Male,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1269.58,No
CUST-01062,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,76.26,3547.2,Yes
CUST-01063,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),100.66,1730.65,No
CUST-01064,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,53.81,107.92,No
CUST-01065,Male,0,No,No,64,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.5,4023.11,No
CUST-01066,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,74.51,3595.58,No
CUST-01067,Male,1,Yes,No,50,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),58.92,2972.08,No
CUST-01068,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.96,4018.0,Yes
CUST-01069,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.91,686.27,No
CUST-01070,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),64.92,4249.91,No
CUST-01071,Female,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,93.22,18.0,Yes
CUST-01072,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.89,237.89,Yes
CUST-01073,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,100.07,94.21,No
CUST-01074,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.43,209.03,No
CUST-01075,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.72,1250.61,Yes
CUST-01076,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.57,72.94,No
CUST-01077,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,84.63,533.37,No
CUST-01078,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.92,716.02,Yes
CUST-01079,Male,1,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,583.67,No
CUST-01080,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.94,1835.83,No
CUST-01081,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,79.79,1524.27,No
CUST-01082,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.65,3558.06,No
CUST-01083,Female,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),55.84,1086.56,No
CUST-01084,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.21,384.54,No
CUST-01085,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.93,5619.72,No
CUST-01086,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.37,18.0,Yes
CUST-01087,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,67.32,749.69,Yes
CUST-01088,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,53.96,1656.16,No
CUST-01089,Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,86.45,4508.42,No
CUST-01090,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.32,3415.39,No
CUST-01091,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,18.0,No
CUST-01092,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.94,2761.88,No
CUST-01093,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.5,1820.33,No
CUST-01094,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.15,412.19,Yes
CUST-01095,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.69,93.94,No
CUST-01096,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,86.21,3766.77,No
CUST-01097,Female,1,No,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,53.92,465.35,No
CUST-01098,Female,1,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,63.94,18.0,Yes
CUST-01099,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.49,206.69,No
CUST-01100,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,51.89,50.17,No
CUST-01101,Female,1,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.81,527.7,Yes
CUST-01102,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),73.88,976.16,No
CUST-01103,Male,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.21,236.14,Yes
CUST-01104,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,1230.57,No
CUST-01105,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),88.2,723.77,No
CUST-01106,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,369.41,No
CUST-01107,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,99.94,7632.01,No
CUST-01108,Female,0,No,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,68.25,4439.69,No
CUST-01109,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),80.66,945.33,No
CUST-01110,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.81,296.01,Yes
CUST-01111,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.07,2148.17,No
CUST-01112,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.21,2650.48,No
CUST-01113,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.36,18.0,Yes
CUST-01114,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,1242.1,No
CUST-01115,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.59,4614.56,No
CUST-01116,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,63.39,1061.8,No
CUST-01117,Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.2,2441.15,No
CUST-01118,Male,1,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,44.56,1784.5,No
CUST-01119,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.16,142.34,Yes
CUST-01120,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,83.2,1538.86,No
CUST-01121,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.15,506.05,No
CUST-01122,Male,1,No,Yes,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),81.04,3023.93,Yes
CUST-01123,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),99.24,5422.22,No
CUST-01124,Female,0,Yes,No,45,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),42.7,1830.28,No
CUST-01125,Female,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),57.21,18.0,No
CUST-01126,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.53,656.13,No
CUST-01127,Female,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),71.31,1690.77,No
CUST-01128,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.51,926.22,Yes
CUST-01129,Female,1,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.61,306.09,Yes
CUST-01130,Female,1,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.48,716.64,No
CUST-01131,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,74.25,2767.12,Yes
CUST-01132,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,84.39,2503.03,No
CUST-01133,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.4,4634.01,Yes
CUST-01134,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.05,269.01,Yes
CUST-01135,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.33,900.22,Yes
CUST-01136,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.19,1659.91,No
CUST-01137,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.22,5489.33,Yes
CUST-01138,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,71.71,133.61,No
CUST-01139,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.43,1236.75,No
CUST-01140,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),60.68,4705.32,No
CUST-01141,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,57.73,4217.88,No
CUST-01142,Female,1,No,Yes,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,51.4,3346.79,No
CUST-01143,Male,1,Yes,Yes,11,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.64,612.7,No
CUST-01144,Female,1,Yes,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,92.39,5503.08,No
CUST-01145,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),81.57,1738.91,No
CUST-01146,Male,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,95.22,2500.56,No
CUST-01147,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.08,633.72,Yes
CUST-01148,Male,1,No,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.34,1672.55,No
CUST-01149,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,89.67,1060.63,No
CUST-01150,Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),57.4,775.38,No
CUST-01151,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,54.68,1801.89,No
CUST-01152,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,68.27,549.93,No
CUST-01153,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),43.41,346.82,No
CUST-01154,Female,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.16,722.6,No
CUST-01155,Male,0,Yes,No,48,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.54,3326.26,No
CUST-01156,Female,0,No,Yes,8,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.03,357.02,No
CUST-01157,Male,1,No,No,49,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),80.9,4047.84,No
CUST-01158,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.59,2104.61,Yes
CUST-01159,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,82.04,2987.74,No
CUST-01160,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.64,381.0,No
CUST-01161,Male,1,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.36,823.89,No
CUST-01162,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.64,18.0,No
CUST-01163,Female,1,No,No,11,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.72,759.96,No
CUST-01164,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,74.36,2563.39,No
CUST-01165,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.58,2035.39,No
CUST-01166,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.16,18.0,Yes
CUST-01167,Female,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,87.15,1841.6,No
CUST-01168,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.31,1283.12,Yes
